date,return,etf,regime,score,cum_ret
2017-12-06,0.00019007878769050635,SPY,2.0,2.0,0.02030792956163152
2017-12-07,0.0031528150872297545,SPY,2.0,2.0,0.02352477179557355
2017-12-08,0.00545340066001665,SPY,2.0,2.0,0.029106462461626847
2017-12-11,0.0030129794376458907,SPY,2.0,2.0,0.03220713907217232
2017-12-12,0.0017650616335365132,SPY,2.0,2.0,0.03402904829121112
2017-12-13,-0.00011253865454607936,SPY,2.0,2.0,0.033912680053354904
2017-12-14,-0.0040864686791162175,SPY,2.0,2.0,0.029687628269375654
2017-12-15,0.00832755368058824,SPY,2.0,2.0,0.03826240726802643
2017-12-18,0.006341062394164876,SPY,2.0,2.0,0.04484609397402872
2017-12-19,-0.0038401580509225264,SPY,2.0,2.0,0.040833719834279414
2017-12-20,-0.0005241045255326426,SPY,2.0,2.0,0.04028821417138739
2017-12-21,0.0020594728120957306,SPY,2.0,2.0,0.04243065946521707
2017-12-22,-0.00026135926383508146,SPY,2.0,2.0,0.042158210555460096
2017-12-26,-0.0011961251946529528,SPY,2.0,2.0,0.0409116588630003
2017-12-27,0.00048649764647512583,SPY,2.0,2.0,0.041418059935225626
2017-12-28,0.002057173615569674,SPY,2.0,2.0,0.04356043769090223
2017-12-29,-0.0037702034007098817,SPY,2.0,2.0,0.03962600257987381
2018-01-02,0.0071571371347520785,SPY,2.0,2.0,0.04706674844919201
2018-01-03,0.006325154384503984,SPY,2.0,2.0,0.05368960728401384
2018-01-04,0.008909456710727515,SSO,2.0,2.0,0.06307740922665417
2018-01-05,0.01253995709103517,SSO,2.0,2.0,0.07640835432280535
2018-01-08,0.003750050563650742,SSO,2.0,2.0,0.080444940078652
2018-01-09,0.0045181470597666085,SSO,2.0,2.0,0.08532654920790805
2018-01-10,-0.003200452526023412,SSO,2.0,2.0,0.08185301311193527
2018-01-11,0.013971014444646768,SSO,2.0,2.0,0.09696759718510672
2018-01-12,0.013264963518434536,SSO,2.0,2.0,0.1115188323426719
2018-01-16,-0.006925842239843272,SSO,2.0,2.0,0.10382062826325167
2018-01-17,0.019306147966424714,SSO,2.0,2.0,0.1251311526408938
2018-01-18,-0.0035044080882986606,SSO,2.0,2.0,0.12118823392918232
2018-01-19,0.008707987452053034,SSO,2.0,2.0,0.13095152700162704
2018-01-22,0.016020592111177567,SSO,2.0,2.0,0.14907004011323344
2018-01-23,0.004248378055969448,SSO,2.0,2.0,0.15395172405642232
2018-01-24,-0.0005694914041094457,SSO,2.0,2.0,0.153294558468815
2018-01-25,0.0004070576993748798,SSO,2.0,2.0,0.15376401589848698
2018-01-26,0.022863962525726755,SSO,2.0,2.0,0.18014363312152204
2018-01-29,-0.01336407262331607,SSO,2.0,2.0,0.16437210790254198
2018-01-30,-0.021123941141279134,SSO,2.0,2.0,0.13977598002866154
2018-01-31,0.001976854452195642,SSO,2.0,2.0,0.14202915124928683
2018-02-01,-0.002630409082887142,SSO,2.0,2.0,0.13902514739691885
2018-02-02,-0.04343526172771184,SSO,2.0,2.0,0.08955129200528811
2018-02-05,-0.08125138488524841,SSO,2.0,2.0,0.001023740626346692
2018-02-06,0.03619996684648008,SSO,0.0,-2.0,0.03726076684955992
2018-02-07,-0.011584661301420773,SSO,0.0,-2.0,0.02524445218435578
2018-02-08,-0.07389416345274535,SSO,1.0,1.0,-0.050515128944375376
2018-02-09,0.030353902725681614,SSO,2.0,2.0,-0.021694557528846636
2018-02-12,0.02715654952076685,SSO,2.0,2.0,0.00487284266605692
2018-02-13,0.005698788389522758,SSO,2.0,2.0,0.010599400354788902
2018-02-14,0.027125137814734357,SSO,2.0,2.0,0.038012048364900464
2018-02-15,0.024780638436531,SSO,2.0,2.0,0.06373464962819408
2018-02-16,0.0006177909009894567,SSO,2.0,2.0,0.06439181521580162
2018-02-20,-0.011995062692294778,SSO,2.0,2.0,0.05162436866312259
2018-02-21,-0.011069516369294763,SSO,2.0,2.0,0.039983395499856966
2018-02-22,0.0022566832209522936,SSO,2.0,2.0,0.04233030857855047
2018-02-23,0.032243558889263335,SSO,2.0,2.0,0.07593874726526706
2018-02-26,0.02338367499032956,SSO,2.0,2.0,0.1010981492408205
2018-02-27,-0.025236478603967383,SSO,2.0,2.0,0.07331030935663652
2018-02-28,-0.021866467369226372,SSO,2.0,2.0,0.04984080450003536
2018-03-01,-0.027094874390093837,SSO,2.0,2.0,0.021395499772511872
2018-03-02,0.010202324457312839,SSO,2.0,2.0,0.031816108060430226
2018-03-05,0.022745603825587546,SSO,1.0,1.0,0.055285388475232455
2018-03-06,0.004981969401081754,SSO,2.0,1.9999999999301807,0.06054278799002466
2018-03-07,-0.001150910016049278,SSO,2.0,2.0,0.059322198672878024
2018-03-08,0.009394096822017639,SSO,2.0,2.0,0.06927357397292355
2018-03-09,0.0343281507096167,SSO,2.0,2.0,0.10597975837007656
2018-03-12,-0.0018675414690533243,SSO,2.0,2.0,0.10391429530738683
2018-03-13,-0.012756088185366443,SSO,1.0,1.0000000000000056,0.08983266720735905
2018-03-14,-0.010595210816158662,SSO,1.0,1.0,0.07828566034396056
2018-03-15,-0.0020894477925641475,SSO,1.0,1.0,0.07603263875120136
2018-03-16,0.0018323295406508233,SSO,2.0,2.0,0.07800428514188962
2018-03-19,-0.026822492782011098,SSO,1.0,1.0,0.049089522984694156
2018-03-20,0.0031321471428118475,SSO,1.0,1.0,0.05237542573666443
2018-03-21,-0.004466831644103664,SSO,1.0,1.0,0.047674641883506785
2018-03-22,-0.04962311131664354,SSO,1.0,1.0,-0.004314233494303155
2018-03-23,-0.04305540653166451,SSO,1.0,1.0,-0.04718388894899794
2018-03-26,0.055254196218835316,SSO,1.0,1.0,0.005463199411481767
2018-03-27,-0.035436985165688384,SSO,0.0,-2.0,-0.030167385070708486
2018-03-28,-0.005040937998475825,SSO,0.0,-2.0,-0.03505625115146671
2018-03-29,0.027669510924827723,SSO,1.0,1.0,-0.008356729550857978
2018-04-02,-0.04512691785326883,SSO,1.0,1.0,-0.05310653395616327
2018-04-03,0.024821188804680316,SSO,0.0,-2.0,-0.02960351245757109
2018-04-04,0.022476256088772795,SSO,0.0,-2.0,-0.007792632495921881
2018-04-05,9.036111611004927e-05,SHV,0.0,-1.9999999999999956,-0.007702975530781586
2018-04-06,0.0,SHV,1.0,0.9992773505485535,-0.007702975530781586
2018-04-09,0.0001814694495037017,SHV,1.0,0.657382155651282,-0.007522903936006964
2018-04-10,-9.050620450989921e-05,SHV,1.0,0.8907045340376428,-0.007612729271034735
2018-04-11,9.051439662433047e-05,SHV,1.0,1.0,-0.007522903936007075
2018-04-12,0.0,SHV,1.0,1.0,-0.007522903936007075
2018-04-13,9.11847889861761e-05,SHV,1.0,1.0,-0.007432405121428842
2018-04-16,0.0,SHV,0.0,-2.0,-0.007432405121428842
2018-04-17,0.0,SHV,0.0,-2.0,-0.007432405121428842
2018-04-18,0.0,SHV,1.0,1.0,-0.007432405121428842
2018-04-19,9.058276779883023e-05,SHV,1.0,1.0,-0.007342495601457277
2018-04-20,9.082898623491431e-05,SHV,1.0,0.9930609335598016,-0.007252333526654331
2018-04-23,0.0,SHV,2.0,2.0,-0.007252333526654331
2018-04-24,9.031193743180843e-05,SHV,2.0,2.0,-0.0071626765615142585
2018-04-25,0.0,SHV,1.0,1.0,-0.0071626765615142585
2018-04-26,9.03037819224295e-05,SHV,1.0,1.0,-0.007073019596374075
2018-04-27,0.00018160867129690672,SHV,2.0,2.0,-0.006892695446768071
2018-04-30,0.0,SHV,2.0,2.0,-0.006892695446768071
2018-05-01,0.0017769108646152887,SPY,1.0,1.0,-0.005128032287578632
2018-05-02,-0.0067174119017798795,SPY,2.0,2.0,-0.011810997084237274
2018-05-03,-0.0022039178356023648,SPY,2.0,2.0,-0.013988884452709405
2018-05-04,0.012946651385626007,SPY,2.0,2.0,-0.0012233422773664238
2018-05-07,0.003383125072617066,SPY,2.0,2.0,0.0021556440753196515
2018-05-08,0.0,SPY,1.0,1.0,0.0021556440753196515
2018-05-09,0.009665751537475842,SPY,1.0,1.0,0.011842231532830816
2018-05-10,9.049823600459916e-05,SHV,0.0,-1.9999999999999887,0.01193380146989953
2018-05-11,9.091368935632005e-05,SHV,1.0,0.9999999999999947,0.012025800105175621
2018-05-14,-9.090542480871822e-05,SHV,0.0,-1.9999999999999831,0.011933801469899752
2018-05-15,0.0001812342791549515,SHV,1.0,0.9999999999999848,0.012117198562961784
2018-05-16,-9.03042235776974e-05,SHV,2.0,2.0,0.012025800105175843
2018-05-17,0.00027186906636655905,SHV,0.0,-2.0,0.012300938614589363
2018-05-18,0.0,SHV,2.0,2.0,0.012300938614589363
2018-05-21,-9.028783269815488e-05,SHV,2.0,2.0,0.012209540156803644
2018-05-22,0.0,SHV,2.0,2.0,0.012209540156803644
2018-05-23,0.0003621157010065268,SHV,2.0,2.0,0.012576077124003104
2018-05-24,0.0,SHV,2.0,2.0,0.012576077124003104
2018-05-25,0.0002720600201828738,SHV,2.0,2.0,0.01285155859198217
2018-05-29,0.0002715627649862995,SHV,2.0,2.0,0.013126611361754081
2018-05-30,-0.00018102090203253596,SHV,0.0,-2.0,0.012943214268692271
2018-05-31,9.039987215353484e-05,SHV,0.0,-2.0,0.013034784205760985
2018-06-01,-1.785828544886847e-05,SHV,0.0,-2.0,0.01301669314141507
2018-06-04,9.0562590895793e-05,SHV,0.0,-2.0,0.013108434557766557
2018-06-05,0.0,SHV,0.0,-2.0,0.013108434557766557
2018-06-06,0.0,SHV,0.0,-2.0,0.013108434557766557
2018-06-07,9.072365059781262e-05,SHV,0.0,-2.0,0.01320034745340104
2018-06-08,9.05461753761827e-05,SHV,0.0,-2.0,0.01329208886975275
2018-06-11,9.036874764412062e-05,SHV,0.0,-2.0,0.013383658806821686
2018-06-12,0.0,SHV,0.0,-2.0,0.013383658806821686
2018-06-13,0.0,SHV,0.0,-2.0,0.013383658806821686
2018-06-14,0.00018165184389307143,SHV,0.0,-2.0,0.013567741817015033
2018-06-15,9.042876260623167e-05,SHV,0.0,-2.0,0.013659397493725134
2018-06-18,0.0,SHV,0.0,-2.0,0.013659397493725134
2018-06-19,0.0001812640933256393,SHV,0.0,-2.0,0.013843137545352935
2018-06-20,-9.031963000749599e-05,SHV,0.0,-2.0,0.01375156760828422
2018-06-21,0.00036257980223286523,SHV,0.0,-2.0,0.014119133451180987
2018-06-22,0.0,SHV,0.0,-2.0,0.014119133451180987
2018-06-25,9.046414107105605e-05,SHV,0.0,-2.0,0.014210874867532475
2018-06-26,9.037141977241703e-05,SHV,0.0,-2.0,0.014302530544242797
2018-06-27,9.07013760744757e-05,SHV,0.0,-2.0,0.014394529179518889
2018-06-28,-9.069315008092271e-05,SHV,0.0,-2.0,0.014302530544242797
2018-06-29,0.0002720195975833839,SHV,0.0,-2.0,0.014578440710429241
2018-07-02,8.788795772485258e-06,SHV,0.0,-2.0,0.014587357633139897
2018-07-03,9.059140639133823e-05,SHV,0.0,-2.0,0.014679270528774824
2018-07-05,0.00018184239469509755,SHV,1.0,1.0,0.014863782237175327
2018-07-06,0.0,SHV,0.0,-2.0,0.014863782237175327
2018-07-09,0.0,SHV,0.0,-2.0,0.014863782237175327
2018-07-10,0.0,SHV,2.0,2.0,0.014863782237175327
2018-07-11,0.00018071104346395472,SHV,0.0,-2.0,0.015047179330237137
2018-07-12,9.10571797700932e-05,SHV,0.0,-2.0,0.015139606663720606
2018-07-13,0.0,SHV,0.0,-2.0,0.015139606663720606
2018-07-16,9.037320162597062e-05,SHV,0.0,-2.0,0.015231348080072094
2018-07-17,0.0,SHV,2.0,2.0,0.015231348080072094
2018-07-18,9.061839495982937e-05,SHV,2.0,2.0,0.015323346715347963
2018-07-19,0.0,SHV,2.0,2.0,0.015323346715347963
2018-07-20,9.052573835899302e-05,SHV,0.0,-2.0,0.015415259610982446
2018-07-23,9.085529622199218e-05,SHV,2.0,2.0,0.015507515465182697
2018-07-24,0.0,SHV,2.0,2.0,0.015507515465182697
2018-07-25,9.067818161390129e-05,SHV,1.0,1.0,0.015599599840100398
2018-07-26,0.00018117107429005408,SHV,1.0,1.0,0.015783597110651915
2018-07-27,-9.073794341718511e-05,SHV,1.0,1.0,0.015691426996093272
2018-07-30,9.074617753879188e-05,SHV,1.0,1.0,0.015783597110652137
2018-07-31,9.031590647112786e-05,SHV,2.0,2.0,0.015875338527003624
2018-08-01,4.5238274889225494e-05,SHV,2.0,2.0,0.015921294974821087
2018-08-02,0.0001816200815094593,SHV,1.0,1.0,0.01610580668322159
2018-08-03,0.0042852142576694785,SPY,1.0,1.0,0.020460037773321282
2018-08-06,0.003666494807930576,SPY,0.0,-2.0,0.024201549203517914
2018-08-07,0.0033023450865461434,SPY,1.0,1.0,0.0275838161571631
2018-08-08,-0.0004199066068958368,SPY,1.0,1.0,0.027152326923619574
2018-08-09,-0.0013661730330074562,SPY,1.0,1.0,0.025749059113785666
2018-08-10,-0.00670013154598037,SPY,1.0,1.0,0.0188764054845576
2018-08-13,-0.003743342745213929,SPY,1.0,1.0,0.015062401883817245
2018-08-14,0.006380744463045485,SPY,1.0,1.0,0.021539255684283054
2018-08-15,-0.007467230468552688,SPY,1.0,1.0,0.013911186629414818
2018-08-16,0.008091058602433643,SPY,1.0,1.0,0.022114801458096522
2018-08-17,0.0035204059062989845,SPY,1.0,1.0,0.025713060442065228
2018-08-20,0.0021397851880962104,SPY,1.0,1.0,0.0279078660560359
2018-08-21,0.0023455847916566963,SPY,1.0,1.0,0.030318911113881297
2018-08-22,-0.0005939689281130311,SPY,1.0,1.0,0.02970693369463251
2018-08-23,-0.0013276433645494912,SPY,2.0,2.0,0.028339850116682275
2018-08-24,0.006018246373133973,SPY,1.0,1.0,0.034528652689996164
2018-08-27,0.007895789285065735,SPY,1.0,1.0,0.042697072940999226
2018-08-28,0.0004828694642486919,SPY,1.0,1.0,0.04320055951798385
2018-08-29,0.005380862387077023,SPY,1.0,1.0,0.048813878170871794
2018-08-30,-0.004048606872311122,SPY,1.0,1.0,0.04456764309593386
2018-08-31,3.458117694421503e-05,SPY,2.0,2.0,0.04460376547443001
2018-09-04,-0.0017222488545973746,SPY,2.0,2.0,0.04280469783583363
2018-09-05,-0.0026913338859068103,SPY,2.0,2.0,0.039998162216165145
2018-09-06,-0.00301024317702403,SPY,2.0,2.0,0.03686751484423634
2018-09-07,-0.0019432916291591829,SPY,2.0,2.0,0.03485257888209237
2018-09-10,0.0017384174537709018,SPY,1.0,1.0,0.036651584667300785
2018-09-11,0.0032975893116744537,SPY,1.0,1.0,0.04007003585283009
2018-09-12,0.00024240137695397124,SPY,0.0,-2.0,0.040322150261649314
2018-09-13,0.005914563400958972,SPY,1.0,0.9968289464042933,0.046475201576793745
2018-09-14,0.0001717632150102233,SPY,1.0,1.0,0.04665494752184496
2018-09-17,-0.005294197114140697,SPY,1.0,1.0,0.041113749919173825
2018-09-18,0.005425749585906914,SPY,1.0,1.0,0.046762572416679804
2018-09-19,0.0010658686498590253,SPY,2.0,2.0,0.04787828382646464
2018-09-20,0.00810349887647499,SPY,2.0,2.0,0.05636976432213503
2018-09-21,-0.0009130720723843355,SPY,2.0,2.0,0.05540522259222125
2018-09-24,-0.0033223907569904787,SPY,2.0,2.0,0.05189875403580135
2018-09-25,-0.0009277725156829897,SPY,0.0,-2.0,0.05092283128252584
2018-09-26,-0.0029920168545495285,SPY,1.0,1.0,0.047778452458497656
2018-09-27,0.002793908514372445,SPY,1.0,1.0,0.05070584959799751
2018-09-28,0.00010337293647078027,SPY,1.0,0.39605127864175077,0.050814464147037386
2018-10-01,0.003474054721011921,SPY,1.0,1.0,0.05446505109711497
2018-10-02,-0.0005823620553344622,SPY,1.0,0.47346456075756016,0.05385097066267974
2018-10-03,0.0005485422311195531,SPY,1.0,1.0,0.05442905242539453
2018-10-04,-0.007816048963256939,SPY,1.0,0.38524012719868783,0.04618758332335693
2018-10-05,-0.005597023529043121,SPY,0.0,-2.0,0.04033204680370339
2018-10-08,0.0,SPY,1.0,0.037768488921911536,0.04033204680370339
2018-10-09,-0.001458917309508645,SPY,1.0,1.0,0.03881428837298495
2018-10-10,-0.03166334261875592,SPY,1.0,0.6625044216370258,0.005921955642971932
2018-10-11,-0.0220261876572011,SPY,0.0,-2.0,-0.016234670120518935
2018-10-12,0.013888014763851597,SPY,1.0,0.38787195998133767,-0.002572122694987411
2018-10-15,-0.005617127812106659,SPY,1.0,1.0,-0.008174802565167893
2018-10-16,0.02186653166282282,SPY,0.0,-2.0,0.013512974518526288
2018-10-17,0.00017783765643408778,SPY,1.0,1.0,0.013693215290680127
2018-10-18,-0.014440974223311254,SPY,1.0,0.24790770254300354,-0.0009455023016781139
2018-10-19,-0.0005427818526487771,SPY,1.0,1.0,-0.0014877709528359206
2018-10-22,-0.004488450562186941,SPY,1.0,0.5619359693705239,-0.005969543728653215
2018-10-23,-0.005090800978074905,SPY,1.0,0.9999999999999782,-0.011029954947675669
2018-10-24,-0.030298633323949775,SPY,1.0,0.8017807957124123,-0.040994395711086096
2018-10-25,0.017940344529741248,SPY,0.0,-0.7230056216133891,-0.023789504764190283
2018-10-26,-0.017587285077311554,SPY,1.0,0.8960388623146202,-0.04095839703936599
2018-10-29,-0.005540313953918519,SPY,0.0,-0.8733345248374444,-0.04627178861463721
2018-10-30,0.01481888622445715,SPY,1.0,0.8131343134230036,-0.03213859876106251
2018-10-31,0.010680503870544644,SPY,1.0,0.9999999999997434,-0.021801351318979312
2018-11-01,0.010642186635994921,SPY,2.0,2.0,-0.011391178732637841
2018-11-02,-0.005923131678030602,SPY,1.0,1.0,-0.01724683895906709
2018-11-05,0.005516970872324833,SPY,1.0,0.906779517789649,-0.011825018394919118
2018-11-06,0.006328083507317173,SPY,1.0,0.9999999995425953,-0.005571764591480566
2018-11-07,0.021408725645531312,SPY,1.0,0.7457612695114475,0.01571767667455015
2018-11-08,-0.0018149515494285673,SPY,1.0,0.9999999999999939,0.013874198303487795
2018-11-09,-0.009768557266414568,SPY,1.0,1.0,0.003970110136420013
2018-11-12,-0.01868520795648021,SPY,1.0,0.9999999999963769,-0.014789280153569284
2018-11-13,-0.0018709002250791862,SPY,1.0,0.6861386402042022,-0.01663251111108044
2018-11-14,-0.006836868278434771,SPY,1.0,0.999999999992136,-0.023355665101909118
2018-11-15,0.01043669954766635,SPY,1.0,0.7242874869382161,-0.013162721613647288
2018-11-16,0.0026006524320665303,SPY,1.0,0.9999999999996809,-0.010596300845557849
2018-11-19,-0.016914406459135,SPY,1.0,0.30635686686542174,-0.02733147716522777
2018-11-20,-0.01850606166283464,SPY,1.0,0.9999999999999949,-0.04533174082630631
2018-11-21,0.0034073298604355706,SPY,0.0,-1.9999999999994305,-0.04207887116001374
2018-11-23,-0.006678649648739987,SPY,1.0,0.9999999999999992,-0.04847649077066152
2018-11-26,0.01614434293401179,SPY,0.0,-1.9999999997865066,-0.03311476892788878
2018-11-27,0.0033645967780731034,SPY,1.0,0.9999999999991723,-0.029861589994657045
2018-11-28,0.023024922147577342,SPY,1.0,0.9273441652640273,-0.007524228631909602
2018-11-29,-0.00218458411415412,SPY,0.0,-1.8432584076341905,-0.00969237543572321
2018-11-30,0.006095163168517992,SPY,1.0,0.9969136397475169,-0.0036562888769764434
2018-12-03,0.013240936219184984,SPY,0.0,-1.9945358479221953,0.009536234654389686
2018-12-04,-0.032402292003927524,SPY,1.0,0.9837345514989665,-0.023175053209427365
2018-12-06,-0.0015169143292940168,SPY,1.0,1.0,-0.024656812968425812
2018-12-07,-0.023235626684118937,SPY,0.0,-2.0,-0.04731952315119026
2018-12-10,0.0018967375905680761,SPY,0.0,-2.0,-0.045512538278950854
2018-12-11,-9.048845668935268e-05,SHV,0.0,-2.0,-0.045598908376291325
2018-12-12,0.00018149605032391491,SHV,2.0,2.0,-0.04542568834773675
2018-12-13,0.00018104422556075583,SHV,2.0,2.0,-0.04525286818074348
2018-12-14,9.079889711172129e-05,SHV,1.0,1.0,-0.045166178194153694
2018-12-17,0.00018133004119524898,SHV,1.0,0.9910097696517705,-0.044993038137911
2018-12-18,9.931567646837003e-05,SHV,1.0,0.9999999999964132,-0.04489819097546166
2018-12-19,9.09326423572665e-05,SHV,1.0,0.9904974622526953,-0.04481134104424689
2018-12-20,0.00018193247282805025,SHV,1.0,0.999999999999985,-0.044637561209505794
2018-12-21,0.00018122970844625108,SHV,0.0,-2.0,-0.04446442115326332
2018-12-24,-9.122613787904132e-05,SHV,1.0,0.9999999999999905,-0.04455159097372752
2018-12-26,0.0,SHV,1.0,0.9026810721638517,-0.04455159097372752
2018-12-27,0.00045374496536454423,SHV,1.0,0.9999999999998452,-0.044118061068466274
2018-12-28,0.00018138220434771313,SHV,1.0,0.9914992613491281,-0.04394468109528671
2018-12-31,-0.00018134931080993066,SHV,1.0,0.9999999999999997,-0.044118061068466274
2019-01-02,9.035644866028925e-05,SHV,1.0,0.9934177682029897,-0.044031690971125914
2019-01-03,0.00036298260101164104,SHV,0.0,-2.0,-0.04368469110782991
2019-01-04,0.00027186638657705764,SHV,1.0,0.9912494792604342,-0.04342470112037311
2019-01-07,0.0,SHV,1.0,0.9999999999921276,-0.04342470112037311
2019-01-08,-9.062536602322258e-05,SHV,1.0,0.9966350622905114,-0.04351139110696289
2019-01-09,-9.080080035139826e-05,SHV,1.0,0.9999999999999993,-0.04359824103817733
2019-01-10,0.0002720090481262982,SHV,1.0,0.9944856539358825,-0.043338091106095766
2019-01-11,0.0002716842938224051,SHV,1.0,0.9999999999991376,-0.043078181090951184
2019-01-14,9.084326619923644e-05,SHV,0.0,-2.0,-0.042991251187424195
2019-01-15,9.033362522536947e-05,SHV,1.0,0.9999999999999998,-0.04290480111777151
2019-01-16,-0.00018115227553339164,SHV,1.0,0.994813910946544,-0.04307818109095107
2019-01-17,0.007586732097613735,SPY,1.0,0.9999999999998286,-0.03581827161252682
2019-01-18,0.013310026359447225,SPY,1.0,0.9998208271720669,-0.022984987392392187
2019-01-22,-0.013510498822567163,SPY,1.0,0.9999999999999998,-0.036184947569857684
2019-01-23,0.0020923675960038413,SPY,2.0,2.0,-0.034168292185612126
2019-01-24,0.0005315586980307874,SPY,1.0,0.9999999999999857,-0.03365489594048943
2019-01-25,0.008461365755776828,SPY,2.0,2.0,-0.02547829656873768
2019-01-28,-0.007600335755696408,SPY,1.0,0.9999999999999996,-0.03288498871602852
2019-01-29,-0.0013269398723113612,SPY,2.0,2.0,-0.034168292185612126
2019-01-30,0.01583095477501173,SPY,1.0,0.9999999999992257,-0.01887825409893018
2019-01-31,0.008782623208793305,SPY,2.0,2.0,-0.010261431482727623
